code,name,change_rate,current_price,change_value,buy_price,sell_price,total_volume,total_amount,current_volume,speed_1min,real_change_rate,avg_diff,turnover_rate,order_ratio,total_market_cap,circulating_market_cap,circulation_ratio,speed_4min,deviation_today,deviation_unusual,deviation_10d,deviation_30d,unusual_count_10d,inner_volume,outer_volume,inner_outer_ratio,remark,negative_factor,positive_factor,main_net_volume,volume_ratio,pe_ttm,net_profit,pb_ratio,eps,sub_industry,industry,prev_close,open_price,open_change_rate,auction_turnover,high_price,low_price,change_5d,change_10d,change_20d,ytd_change,amplitude,buy_volume,sell_volume,trade_count,contribution,institution_trend,unusual_type,total_shares,circulating_shares,total_profit,net_profit_growth,bvps,golden_cross_count,retail_count,self_select_time,self_select_price,self_select_profit,listing_date
002146,荣盛发展,0.018600000000000002,1.64,0.03,1.63,1.64,136890600.0,221482690.0,811000.0,0.0,0.025,1.37,0.035,-1.39,7130988700.0,6414895000.0,0.8996,0.0,,,,,,60491600.0,76399000.0,0.792,,,,0.21,0.86,,-3098141800.0,0.6,-0.71,住宅开发,房地产,1.61,1.6,-0.0062,,1.64,1.59,-0.0060999999999999995,0.038,0.025,-0.0060999999999999995,0.0311,3634400.0,9977400.0,29148.0,,5.9,,4348163900.0,3911521400.0,-2157652200.0,-1.1740000000000002,2.73,6.0,-66.04,,,,2007-08-08
601106,中国一重,0.018600000000000002,3.28,0.06,3.27,3.28,75110875.0,244915120.0,1004700.0,0.0,0.0155,0.6,0.011000000000000001,-50.06,22493528000.0,22493528000.0,1.0,0.0,,,,,,39220741.0,35890134.0,1.09,,,,0.02,0.5,,-78599468.0,4.27,-0.012,能源及重型设备,专用设备,3.22,3.23,0.0031,,3.3,3.23,-0.0409,0.0649,0.12710000000000002,0.12710000000000002,0.0217,522390.0,260100.0,47453.0,0.02,2.88,,6857782900.0,6857782900.0,97207688.0,0.5704,0.77,0.0,-1.38,,,,2010-02-09
603190,亚通精工,0.018600000000000002,25.7,0.47,25.7,25.71,16110527.0,411083860.0,212200.0,-0.0016,0.019799999999999998,0.73,0.39759999999999995,49.46,3200678000.0,1041350640.0,0.32539999999999997,-0.0016,,,,,,8358656.0,7751871.0,1.08,,,,-0.89,4.25,29.23,102915045.0,1.41,0.86,其他汽车零部件,汽车零部件,25.23,25.2,-0.0012,,25.98,25.07,0.0969,0.114,0.1223,0.1566,0.0361,2152.0,500.0,36812.0,0.0,-7.94,,124540000.0,40519480.0,126360210.0,0.2321,18.2,0.0,151.21,,,,2023-02-17
000721,西安饮食,0.018600000000000002,8.75,0.16,8.74,8.75,13840018.0,120047522.0,359500.0,0.0011,0.0163,0.89,0.027000000000000003,-20.96,5021750200.0,4483152700.0,0.8926999999999999,0.0011,,,,,,5022400.0,8817618.0,0.57,,,,0.19,1.06,,-84724688.0,23.07,-0.148,餐饮,旅游及酒店,8.59,8.61,0.0023,,8.75,8.59,0.0092,0.0127,-0.0245,-0.1215,0.018600000000000002,56000.0,435100.0,12199.0,,16.01,,573914310.0,512360310.0,-86198905.0,0.0441,0.38,6.0,-4.43,,,,1997-04-30
301535,浙江华远,0.018600000000000002,20.25,0.37,20.25,20.26,4164040.0,83864447.0,90737.0,0.0,0.012,0.55,0.0653,-52.73,8612205900.0,1291830890.0,0.15,0.0,,,,,,1724549.0,2439491.0,0.707,,,,0.64,1.38,68.77,78952823.0,7.47,0.195,其他汽车零部件,汽车零部件,19.88,20.01,0.006500000000000001,,20.33,19.87,0.013999999999999999,0.0444,-0.0064,3.217,0.0231,5863.0,24100.0,5613.0,,19.47,,425294120.0,63794118.0,89172830.0,0.293,2.71,2.0,-209.32,,,,2025-03-27
600517,国网英大,0.018600000000000002,6.57,0.12,6.57,6.58,100852812.0,658075570.0,1396700.0,-0.0015,0.023399999999999997,0.7,0.0176,-48.49,37570123000.0,37570123000.0,1.0,-0.0015,,,,,,44507839.0,56344973.0,0.79,,,,-0.05,0.98,15.96,2232803700.0,1.62,0.39,多元金融,多元金融,6.45,6.42,-0.004699999999999999,,6.65,6.36,0.1386,0.1649,0.1367,0.21280000000000002,0.045,151200.0,227700.0,93438.0,0.04,-5.57,,5718435700.0,5718435700.0,3883649600.0,0.5373,4.05,0.0,5.66,,,,2003-10-10
600429,三元股份,0.018600000000000002,4.93,0.09,4.92,4.93,17491800.0,86147735.0,149100.0,-0.002,0.0144,0.1,0.011699999999999999,-57.39,7440237900.0,7382958100.0,0.9923000000000001,-0.002,,,,,,9033300.0,8458500.0,1.07,,,,-0.08,1.47,40.03,236072340.0,1.42,0.156,乳品,饮料制造,4.84,4.86,0.0040999999999999995,,4.97,4.86,0.0144,0.0335,0.053399999999999996,0.1235,0.0227,97800.0,13500.0,20764.0,0.01,-31.51,,1509176000.0,1497557400.0,243908270.0,1.248,3.47,5.0,1.13,,,,2003-09-15
601677,明泰铝业,0.018600000000000002,15.35,0.28,15.34,15.35,47013134.0,710468820.0,547400.0,0.0,0.0179,1.58,0.038599999999999995,-34.59,19088088000.0,18696402000.0,0.9795,0.0,,,,,,21172389.0,25840745.0,0.819,,,,0.11,1.13,10.96,1404363900.0,1.02,1.12,铝,工业金属,15.07,15.08,0.0007000000000000001,,15.36,14.81,0.0528,0.0601,0.11720000000000001,0.2942,0.0365,57400.0,218340.0,47531.0,0.02,4.14,,1243523630.0,1218006630.0,1672663400.0,-0.00489,15.03,2.0,4.87,,,,2011-09-19
688390,固德威,0.018600000000000002,61.96,1.13,61.96,61.98,13126025.0,800224670.0,121778.0,0.0002,0.0075,1.64,0.054000000000000006,52.34,15056061000.0,15056061000.0,1.0,0.0002,,,,,,7222287.0,5903738.0,1.22,,,,0.25,1.01,1413.0,81119778.0,5.54,0.33,逆变器,光伏设备,60.83,61.5,0.011000000000000001,,62.29,59.3,0.1186,0.1506,0.1039,0.5149,0.0492,14445.0,1200.0,35685.0,0.01,8.17,,242996470.0,242996470.0,83223118.0,8.376,11.19,0.0,-115.04,,,,2020-09-04
300177,中海达,0.018600000000000002,9.33,0.17,9.33,9.34,17288352.0,159961760.0,263200.0,-0.0011,0.018600000000000002,0.85,0.0285,-62.12,6943097400.0,5656809300.0,0.8147,-0.0011,,,,,,6473197.0,10815155.0,0.599,,,,-0.02,0.82,,-45977019.0,4.6,-0.062,军工电子,军工电子,9.16,9.16,0.0,,9.34,9.13,0.018600000000000002,0.0219,-0.0362,-0.1448,0.0229,67200.0,253121.0,15013.0,,-1.34,,744169070.0,606303250.0,-80782744.0,-0.784,2.03,1.0,18.99,,,,2011-02-15
600639,浦东金桥,0.018600000000000002,11.53,0.21,11.53,11.54,13998779.0,160674460.0,160000.0,-0.0009,0.011399999999999999,0.46,0.0165,3.39,12941420700.0,9803229200.0,0.7575,-0.0009,,,,,,5602170.0,8396609.0,0.667,,,,-0.09,1.62,13.63,338393910.0,0.894,0.303,产业地产,房地产,11.32,11.4,0.0070999999999999995,,11.59,11.24,0.0322,0.026699999999999998,0.049100000000000005,0.0699,0.030899999999999997,75200.0,2100.0,19764.0,0.01,-10.24,,1122412890.0,850236700.0,418400930.0,-0.1336,12.91,5.0,6.66,,,,1993-03-26
300608,思特奇,0.018600000000000002,12.08,0.22,12.08,12.09,6526380.0,78358602.0,900.0,-0.0008,0.0168,0.62,0.0227,-62.08,4001367900.0,3473918200.0,0.8682,-0.0008,,,,,,2959280.0,3567100.0,0.83,,,,0.17,0.79,,-176681050.0,3.0,-0.53,垂直应用软件,软件开发,11.86,11.88,0.0017000000000000001,,12.17,11.85,-0.0274,-0.0496,-0.0258,0.1103,0.027000000000000003,2000.0,35400.0,7472.0,,21.69,,331239070.0,287576010.0,-177013840.0,-0.1412,4.03,4.0,-24.3,,,,2017-02-13
300766,每日互动,0.018500000000000003,37.34,0.68,37.33,37.34,21886130.0,807854100.0,800.0,-0.0003,0.0199,1.17,0.0611,-37.06,14739956000.0,13377056400.0,0.9075,-0.0003,,,,,,10416706.0,11469424.0,0.908,,,,0.23,1.11,,-54191895.0,9.39,-0.138,横向通用软件,软件开发,36.66,36.61,-0.0014000000000000002,,37.43,36.16,0.030600000000000002,0.044800000000000006,-0.135,1.5558,0.0346,3600.0,78182.0,35630.0,,4.81,,394749760.0,358250040.0,-67400512.0,-9.54,3.98,0.0,-56.58,,,,2019-03-25
301399,英特科技,0.018500000000000003,19.77,0.36,19.76,19.77,1725636.0,33866063.0,25500.0,0.0,0.0175,0.75,0.0316,6.78,3657845400.0,1081094500.0,0.2956,0.0,,,,,,733378.0,992258.0,0.739,,,,0.04,1.07,93.03,22024318.0,2.79,0.12,制冷空调设备,通用设备,19.41,19.43,0.001,,19.89,19.35,0.001,0.0516,0.003,0.0528,0.0278,400.0,5500.0,5672.0,,11.9,,185020000.0,54683586.0,22029535.0,-0.47729999999999995,7.09,2.0,-11.13,,,,2023-05-23
002495,佳隆股份,0.018500000000000003,2.75,0.05,2.75,2.76,21431976.0,58566767.0,100500.0,-0.0036,0.011000000000000001,0.64,0.030600000000000002,-23.76,2572970400.0,1927127100.0,0.7490000000000001,-0.0036,,,,,,10348120.0,11083856.0,0.934,,,,-0.23,0.98,129.0,11141284.0,2.34,0.012,调味发酵品,食品加工制造,2.7,2.72,0.0074,,2.76,2.69,-0.0072,0.03,0.057699999999999994,0.0861,0.0259,105500.0,519260.0,12917.0,,-14.66,,935625600.0,700773510.0,12681617.0,-0.2992,1.17,2.0,26.04,,,,2010-11-02
603606,东方电缆,0.018500000000000003,63.87,1.16,63.86,63.88,9265354.0,589488230.0,41300.0,-0.0009,0.0187,0.39,0.013500000000000002,-66.52,43924381000.0,43924381000.0,1.0,-0.0009,,,,,,4523199.0,4742155.0,0.954,,,,0.09,0.72,44.37,913972020.0,5.73,1.33,线缆部件及其他,电网设备,62.71,62.7,-0.0002,,64.3,61.93,-0.0351,0.0128,-0.0326,0.2259,0.0378,700.0,11400.0,34945.0,0.04,16.46,,687715370.0,687715370.0,1055902800.0,-0.0195,11.15,2.0,-33.16,,,,2014-10-15
002657,中科金财,0.018500000000000003,31.41,0.57,31.41,31.42,19420192.0,604781070.0,437800.0,0.0,0.018799999999999997,0.87,0.057699999999999994,11.43,10681033200.0,10562775100.0,0.9889,0.0,,,,,,8553574.0,10866618.0,0.787,,,,0.1,0.75,,-111893092.0,6.14,-0.329,IT服务,IT服务,30.84,30.83,-0.0003,,31.58,30.69,-0.0076,-0.0178,-0.010700000000000001,0.7145,0.028900000000000002,88200.0,53200.0,47594.0,,3.95,,340052000.0,336287020.0,-109976180.0,-0.42829999999999996,5.11,5.0,-33.97,,,,2012-02-28
002200,ST交投,0.018500000000000003,7.72,0.14,7.72,7.73,3870440.0,29820211.0,32200.0,0.0,0.018500000000000003,0.2,0.021,47.84,1421505900.0,1421505900.0,1.0,0.0,,,,,,1757410.0,2113030.0,0.832,,,,0.11,0.74,,-69035958.0,,-0.161,装饰园林,建筑装饰,7.58,7.58,0.0,,7.87,7.51,-0.0166,0.0546,0.0575,0.2781,0.0475,2900.0,2600.0,1559.0,,11.35,,184132890.0,184132890.0,-75973889.0,-1.329,-0.59,3.0,-67.41,,,,2007-12-21
603310,巍华新材,0.018500000000000003,18.2,0.33,18.19,18.2,9101821.0,166631730.0,89300.0,0.0006,-0.0098,-0.6,0.0493,36.55,6285188000.0,3358992000.0,0.5344,0.0006,,,,,,4982539.0,4119282.0,1.21,,,,0.39,5.26,35.25,108538101.0,1.58,0.31,氟化工,化学制品,17.87,18.38,0.0285,,18.65,17.96,0.019,0.046,0.044800000000000006,0.0028000000000000004,0.038599999999999995,24542.0,4200.0,11786.0,0.01,17.35,,345340000.0,184560000.0,117803344.0,-0.4096,11.49,3.0,-25.11,,,,2024-08-14
001379,腾达科技,0.018500000000000003,23.72,0.43,23.71,23.72,7793770.0,183392650.0,123300.0,0.0013,0.0089,0.81,0.1158,0.61,4744000000.0,1596332300.0,0.33649999999999997,0.0013,,,,,,3725016.0,4068754.0,0.916,,,,-0.5,0.59,57.66,63223461.0,3.15,0.316,金属制品,通用设备,23.29,23.51,0.009399999999999999,,23.81,23.21,0.034,-0.0055000000000000005,0.1543,0.0426,0.0258,5400.0,11900.0,14435.0,,-11.79,,200000000.0,67299000.0,81627094.0,0.098,7.53,2.0,72.2,,,,2024-01-19
600803,新奥股份,0.0184,19.88,0.36,19.87,19.88,17367535.0,343595180.0,84599.0,-0.0005,0.020499999999999997,0.49,0.005600000000000001,-57.24,61570102000.0,61158188000.0,0.9933,-0.0005,,,,,,8958874.0,8408661.0,1.07,,,,0.05,1.2,13.91,3425800000.0,2.59,1.11,燃气,燃气,19.52,19.48,-0.002,,20.0,19.32,0.0793,0.0729,0.1063,-0.0288,0.0348,13700.0,33201.0,29791.0,0.06,28.94,,3097087600.0,3076367600.0,8743120000.0,-0.0187,7.66,0.0,-16.3,,,,1994-01-03
300154,瑞凌股份,0.0184,9.39,0.17,9.38,9.39,6959200.0,64909534.0,70700.0,0.0,0.0151,0.68,0.022099999999999998,-31.44,4221323300.0,2958659000.0,0.7009000000000001,0.0,,,,,,3478200.0,3481000.0,0.999,,,,-0.16,0.68,40.57,96797663.0,2.36,0.22,其他通用设备,通用设备,9.22,9.25,0.0033,,9.43,9.2,0.0296,0.11789999999999999,0.09699999999999999,-0.1273,0.024900000000000002,33800.0,24100.0,13499.0,,-36.5,,449555200.0,315086150.0,115969249.0,-0.3233,3.97,1.0,21.27,,,,2010-12-29
002330,得利斯,0.0184,4.98,0.09,4.97,4.98,13259898.0,65778511.0,99700.0,0.0,0.0184,0.39,0.0209,-55.99,3163870100.0,3163190000.0,0.9998,0.0,,,,,,7103851.0,6156047.0,1.15,,,有,-0.18,1.11,,5403815.0,1.38,0.009,肉制品,食品加工制造,4.89,4.89,0.0,,4.99,4.89,0.0143,0.044000000000000004,0.0311,0.1396,0.0204,111100.0,5200.0,13921.0,,-33.41,,635315290.0,635178720.0,7199489.0,-0.185,3.61,4.0,15.0,,,,2010-01-06
002004,华邦健康,0.0184,4.98,0.09,4.97,4.98,46625100.0,230346090.0,462200.0,0.0,0.0184,0.81,0.0248,-55.66,9859997600.0,9370464800.0,0.9504,0.0,,,,,,20466529.0,26158571.0,0.782,,,,-0.15,1.07,,611820370.0,1.02,0.31,化学制剂,化学制药,4.89,4.89,0.0,,5.0,4.86,0.0184,0.012199999999999999,0.1191,0.1528,0.0286,462600.0,12964.0,32637.0,,-13.45,,1979919200.0,1881619400.0,1087340250.0,0.35369999999999996,4.9,4.0,13.67,,,,2004-06-25
300489,光智科技,0.0184,42.62,0.77,42.62,42.63,1791816.0,75290293.0,61400.0,0.0,0.0102,1.44,0.0131,35.44,5867616200.0,5845926700.0,0.9963,0.0,,,,,,929266.0,862550.0,1.08,,,,0.07,0.78,205.4,-8994015.0,9.26,-0.065,光学元件,光学光电子,41.85,42.19,0.008100000000000001,,42.63,41.46,-0.0086,-0.0379,-0.0504,-0.2206,0.027999999999999997,16900.0,1700.0,4815.0,,11.71,,137672840.0,137163930.0,29388001.0,0.6446,4.6,9.0,-5.43,,,,2015-07-01
603626,科森科技,0.0184,13.31,0.24,13.31,13.32,48444115.0,636157790.0,624075.0,0.0,0.0068000000000000005,1.36,0.0873,-22.55,7385448700.0,7385448700.0,1.0,0.0,,,,,,21030300.0,27413815.0,0.767,,,,0.24,1.07,,-114777373.0,3.46,-0.208,消费电子零部件及组装,消费电子,13.07,13.22,0.0115,,13.34,12.9,0.0464,0.0207,-0.0148,0.7064,0.0337,157125.0,306800.0,71496.0,0.01,6.55,,554879690.0,554879690.0,-119613736.0,0.5094,3.84,3.0,-35.41,,,,2017-02-09
301003,江苏博云,0.0184,39.4,0.71,39.4,39.45,3109664.0,122084750.0,300.0,0.0018,0.014199999999999999,0.36,0.0414,2.17,3827052900.0,2960529900.0,0.7736,0.0018,,,,,,1647415.0,1462249.0,1.13,,,,0.24,1.37,31.43,81325595.0,3.45,0.82,改性塑料,塑料制品,38.69,38.85,0.0040999999999999995,,39.93,38.28,0.061399999999999996,0.09230000000000001,0.1338,0.9670000000000001,0.0426,13576.0,100.0,7841.0,,11.81,,97133323.0,75140354.0,96221476.0,-0.1916,11.43,1.0,-105.56,,,,2021-06-01
002022,科华生物,0.0183,6.66,0.12,6.65,6.66,6470400.0,42989848.0,136200.0,0.0,0.0091,0.24,0.0126,-69.78,3425559300.0,3424910000.0,0.9998,0.0,,,,,,2835500.0,3634900.0,0.78,,,,0.03,1.11,,-232532790.0,1.1,-0.452,体外诊断,医疗器械,6.54,6.6,0.0092,,6.7,6.58,0.0152,0.031,0.050499999999999996,0.0555,0.0183,17500.0,59700.0,8499.0,,18.35,,514348240.0,514250740.0,-251753770.0,-0.9037999999999999,6.03,5.0,-1.48,,,,2004-07-21
301211,亨迪药业,0.0183,13.88,0.25,13.88,13.89,18758737.0,260248320.0,262319.0,-0.0022,0.0146,0.05,0.0449,-8.45,5796288000.0,5796288000.0,1.0,-0.0022,,,,,,10114786.0,8643951.0,1.17,,,,0.3,1.13,153.3,20933355.0,2.57,0.05,原料药,化学制药,13.63,13.68,0.0037,,14.2,13.51,0.0169,0.1303,0.1684,-0.0421,0.0506,6138.0,45300.0,19871.0,,15.2,,417600000.0,417600000.0,23116847.0,-0.7195999999999999,5.41,3.0,-40.69,,,,2021-12-22
002662,峰璟股份,0.0183,3.89,0.07,3.88,3.89,25458900.0,98119062.0,182300.0,-0.0026,0.0183,0.94,0.017,-44.56,5835000000.0,5834926500.0,1.0,-0.0026,,,,,,10655900.0,14803000.0,0.72,,,,0.09,1.38,24.78,203703050.0,1.33,0.14,车身附件及饰件,汽车零部件,3.82,3.82,0.0,,3.92,3.8,0.0264,0.0429,-0.0077,0.0242,0.031400000000000004,541500.0,29600.0,18716.0,,13.64,,1500000000.0,1499981100.0,248144090.0,-0.3676,2.94,5.0,0.91,,,,2012-03-09
600080,金花股份,0.0183,7.78,0.14,7.77,7.78,7779081.0,60540147.0,32000.0,-0.0013,0.0039000000000000003,-0.03,0.0208,-59.03,2904042800.0,2904042800.0,1.0,-0.0013,,,,,,3566404.0,4212677.0,0.847,,,,-0.02,1.67,37.08,34481244.0,1.83,0.098,中药,中药,7.64,7.75,0.0144,,7.86,7.67,0.0305,0.017,0.1114,0.0,0.024900000000000002,6400.0,8800.0,10618.0,0.0,-3.7,,373270290.0,373270290.0,35335900.0,0.1206,4.25,4.0,7.85,,,,1997-06-12
002016,世荣兆业,0.0183,6.67,0.12,6.66,6.67,24625192.0,163967900.0,389100.0,-0.0015,0.0168,0.17,0.0304,8.77,5396667900.0,5396667900.0,1.0,-0.0015,,,,,,10747450.0,13877742.0,0.774,,,,0.06,1.11,39.23,124069785.0,1.1,0.153,住宅开发,房地产,6.55,6.56,0.0015,,6.73,6.56,0.1007,0.0706,0.1344,0.081,0.026000000000000002,195800.0,800.0,23169.0,,6.88,,809095630.0,809095630.0,183048160.0,4.185,6.06,1.0,0.0,,,,2004-07-08
603861,白云电器,0.0183,12.24,0.22,12.23,12.24,20387906.0,247768080.0,367800.0,0.0008,0.026000000000000002,0.73,0.038599999999999995,16.93,6616062200.0,6469898500.0,0.9779000000000001,0.0008,,,,,,10053709.0,10334197.0,0.973,,,,0.21,0.82,29.99,148565880.0,1.66,0.29,输变电设备,电网设备,12.02,11.93,-0.0075,,12.3,11.89,0.0226,-0.08929999999999999,0.1769,0.3824,0.0341,92000.0,22100.0,19806.0,0.01,15.86,,540527960.0,528586480.0,189764700.0,0.1954,7.37,4.0,-68.16,,,,2016-03-22
605016,百龙创园,0.0183,20.6,0.37,20.58,20.6,5539757.0,114156628.0,74300.0,-0.001,0.0158,-0.03,0.0132,-79.69,8652253800.0,8652253800.0,1.0,-0.001,,,,,,2452035.0,3087722.0,0.794,,,,-0.09,1.27,26.41,264625740.0,4.61,0.63,食品及饲料添加剂,化学制品,20.23,20.28,0.0025,,21.24,20.21,0.0394,0.0911,0.0103,0.6041,0.0509,400.0,44100.0,11912.0,0.01,-19.64,,420012320.0,420012320.0,311981190.0,0.4493,4.47,3.0,3.32,,,,2021-04-21
600028,中国石化,0.0183,5.57,0.1,5.57,5.58,183279450.0,1018222030.0,1464310.0,-0.0018,0.0183,0.26,0.0019,-75.72,674959310000.0,528268960000.0,0.7827,-0.0018,,,,,,69177743.0,114101707.0,0.606,,,,0.01,1.34,18.72,29984000000.0,0.812,0.247,石油加工,石油加工贸易,5.47,5.47,0.0,0.0,5.59,5.47,-0.0018,0.0183,0.041100000000000005,-0.1367,0.0219,7790.0,10849984.0,84851.0,0.63,9.15,,121177614000.0,94841825000.0,41044000000.0,-0.3223,6.86,2.0,-0.8,,,,2001-08-08
002592,ST八菱,0.0183,7.8,0.14,7.79,7.8,5631800.0,43470216.0,229900.0,0.0026,0.0223,1.06,0.021400000000000002,34.14,2209983000.0,2049187700.0,0.9272,0.0026,,,,,,2516700.0,3115100.0,0.808,,,,-0.06,0.63,19.68,93424862.0,2.25,0.33,底盘与发动机系统,汽车零部件,7.66,7.63,-0.0039000000000000003,,7.85,7.59,-0.011399999999999999,-0.0013,0.159,0.6215999999999999,0.0339,1900.0,1600.0,2432.0,,-11.5,,283331160.0,262716370.0,96987178.0,0.8271,3.46,2.0,44.07,,,,2011-11-11
000965,天保基建,0.0183,4.46,0.08,4.45,4.46,69378230.0,306125280.0,1061000.0,0.0,0.0159,1.09,0.0625,-23.94,4949845800.0,4949845800.0,1.0,0.0,,,,,,32741280.0,36636950.0,0.894,,,,-0.34,0.89,61.44,64611100.0,0.901,0.058,住宅开发,房地产,4.38,4.39,0.0023,,4.49,4.35,-0.0067,0.044500000000000005,0.0825,0.4916,0.032,434300.0,900800.0,30906.0,,-9.82,,1109830900.0,1109830900.0,108321939.0,71.59,4.95,4.0,76.86,,,,2000-04-06
002952,亚世光电,0.0183,20.08,0.36,20.07,20.08,3097125.0,61837774.0,116100.0,0.0005,0.0183,0.58,0.0235,-28.32,3299947200.0,2643432200.0,0.8011,0.0005,,,,,,1428025.0,1669100.0,0.856,,,,0.07,0.71,266.7,12496060.0,3.79,0.076,面板,光学光电子,19.72,19.72,0.0,,20.08,19.65,-0.0276,-0.048799999999999996,0.07150000000000001,-0.2507,0.0218,19900.0,40600.0,7149.0,,14.55,,164340000.0,131645032.0,11498631.0,-0.2616,5.29,4.0,-6.58,,,,2019-03-28
002608,江苏国信,0.0182,8.38,0.15,8.37,8.38,16867800.0,139905250.0,248500.0,0.0012,0.014499999999999999,1.04,0.0045000000000000005,-30.83,31660308000.0,31660308000.0,1.0,0.0012,,,,,,6842100.0,10025700.0,0.683,,,,0.01,0.66,8.93,3227858300.0,0.907,0.854,火电,电力,8.23,8.26,0.0036,,8.39,8.2,-0.016399999999999998,0.0109,0.0371,0.107,0.0231,78600.0,31509.0,19949.0,0.17,2.65,,3778079700.0,3778079700.0,5042672800.0,0.1052,9.24,3.0,-0.45,,,,2011-08-10
300780,德恩精工,0.0182,18.44,0.33,18.44,18.45,5893300.0,108402253.0,100900.0,-0.0011,0.0182,0.25,0.0548,-40.62,2704594800.0,1982945600.0,0.7332,-0.0011,,,,,,2727650.0,3165650.0,0.862,,,,0.04,0.7,,-32460424.0,2.64,-0.221,金属制品,通用设备,18.11,18.11,0.0,,18.54,18.11,-0.0325,0.0519,0.08220000000000001,0.2841,0.023700000000000002,29500.0,4500.0,9729.0,,2.31,,146670000.0,107535012.0,-31670552.0,0.12539999999999998,6.98,3.0,16.9,,,,2019-05-31
688395,正弦电气,0.0182,26.27,0.47,26.23,26.27,1432529.0,37407768.0,5832.0,-0.0008,0.011200000000000002,0.61,0.0165,1.08,2274922100.0,2274922100.0,1.0,-0.0008,,,,,,696488.0,736041.0,0.946,,,,0.18,1.22,62.02,29516812.0,2.92,0.34,工控设备,自动化设备,25.8,25.98,0.006999999999999999,,26.44,25.77,0.0375,0.0559,0.06309999999999999,0.56,0.026000000000000002,500.0,11.0,3739.0,0.0,37.71,,86597720.0,86597720.0,31429424.0,-0.0375,9.0,4.0,-48.67,,,,2021-04-29
603307,扬州金泉,0.0182,47.01,0.84,47.01,47.15,1150800.0,53717034.0,22400.0,-0.003,0.0182,0.72,0.0677,-68.49,3190897800.0,799170000.0,0.2505,-0.003,,,,,,573550.0,577250.0,0.994,,,,0.43,0.93,26.44,86012823.0,2.29,1.27,鞋帽及其他,服装家纺,46.17,46.17,0.0,,47.55,45.8,0.0051,0.0002,0.1565,0.35090000000000005,0.0379,400.0,700.0,3608.0,0.0,13.36,,67877000.0,17000000.0,103832460.0,-0.2118,20.56,5.0,-131.34,,,,2023-02-16
000419,通程控股,0.0182,6.16,0.11,6.16,6.17,10083800.0,61779810.0,44600.0,-0.0016,0.0098,0.55,0.018600000000000002,-64.24,3348469200.0,3348469200.0,1.0,-0.0016,,,,,,3715600.0,6368200.0,0.584,,,,0.05,1.32,26.06,124413991.0,0.957,0.229,百货零售,零售,6.05,6.1,0.0083,,6.18,6.07,0.0132,0.042300000000000004,0.07690000000000001,0.1079,0.0182,13000.0,82300.0,11050.0,,10.39,,543582660.0,543582660.0,164341510.0,-0.1489,6.43,6.0,1.68,,,,1996-08-16
000159,国际实业,0.0182,6.16,0.11,6.16,6.17,16468800.0,101037335.0,150100.0,-0.0016,0.0132,0.41,0.034300000000000004,-58.08,2961025700.0,2960944900.0,1.0,-0.0016,,,,,,7223192.0,9245608.0,0.781,,,,0.17,1.07,88.65,20108960.0,1.45,0.04,光伏辅材,光伏设备,6.05,6.08,0.005,,6.17,6.07,-0.0016,0.0336,0.102,0.026699999999999998,0.0165,19100.0,138400.0,21688.0,,16.51,,480685990.0,480672870.0,29140467.0,1.044,4.24,4.0,-7.9,,,,2000-09-26
600820,隧道股份,0.0182,6.72,0.12,6.72,6.73,54669629.0,365887800.0,508500.0,-0.0015,0.022799999999999997,0.41,0.0174,-26.09,21128326000.0,21128326000.0,1.0,-0.0015,,,,,,20719618.0,33950011.0,0.61,,,,0.3,1.1,8.28,1209582600.0,0.679,0.35,基础建设,建筑装饰,6.6,6.57,-0.0045000000000000005,,6.77,6.56,-0.0074,0.0338,0.0667,-0.024700000000000003,0.0318,275300.0,557900.0,26723.0,0.02,23.95,,3144096100.0,3144096100.0,1646010600.0,-0.1935,9.9,3.0,-14.31,,,,1994-01-28
603208,江山欧派,0.0182,14.58,0.26,14.57,14.58,2503005.0,36230165.0,34800.0,0.0,0.015300000000000001,0.74,0.0141,-78.25,2583177600.0,2583177600.0,1.0,0.0,,,,,,919741.0,1583264.0,0.581,,,,0.03,1.15,,-41492046.0,2.15,-0.24,定制家居,家居用品,14.32,14.36,0.0028000000000000004,,14.59,14.32,0.0104,0.0189,-0.0169,-0.1993,0.0189,500.0,41200.0,4282.0,0.0,19.97,,177172670.0,177172670.0,-42062899.0,-1.254,6.79,3.0,-6.6,,,,2017-02-10
002175,东方智造,0.0181,4.49,0.08,4.48,4.49,42058243.0,187017960.0,473300.0,0.0,0.0181,0.98,0.0329,-28.23,5732745500.0,5732745500.0,1.0,0.0,,,,,,18328730.0,23729513.0,0.772,,,,0.0,1.07,,1328128.0,7.09,0.001,仪器仪表,通用设备,4.41,4.41,0.0,,4.49,4.37,-0.011000000000000001,0.013500000000000002,-0.0467,0.0742,0.027200000000000002,741775.0,1161000.0,32530.0,,0.33,,1276780730.0,1276780730.0,2299539.0,-0.9608,0.63,6.0,4.05,,,,2007-10-12
