.	代码	    名称	.	涨幅	现价	涨跌	买价	卖价	总手	总金额	现手	1分钟涨速	实体涨幅	现均差%	换手	委比%	总市值	流通市值	流通比例	4分钟涨速	当日偏离值	异动偏离值	10日内偏离值	30日内偏离值	10日异动次数	内盘	外盘	内外比	备注	利空	利好	主力净量	量比	TTM市盈率	净利润	市净率	每股盈利	细分行业	所属行业	昨收	开盘	开盘涨幅	竞价换手	最高	最低	5日涨幅	10日涨幅	20日涨幅	年初至今	振幅	买量	卖量	笔数	贡献度	机构动向	异动类型	总股本	流通股本	利润总额	净利润增长率	每股净资产	金叉个数	散户数量	自选时间	自选价格	自选收益	上市日期	
32	SH688160	步科股份	--	-5.16%	97.61	-5.31	97.61	97.68	3683932	363950170	400--	-0.38%	-6.14%	-1.15	4.39%	-0.08	8866131600	8199240000	92.48%	-0.38%	--	--	--	--	--	2032141	1651791	1.23	--	无	无	-0.33	1.23	145.2	44528645	7.00	0.520	工控设备	自动化设备	102.92	104.00	+1.05%	--	104.98	95.89	+13.66%	+16.87%	-2.69%	+71.07%	8.83%	6930	482	11346	-0.03	-11.26	--	90832206	84000000	47277530亿	37.54%	13.94	0	42.52	--	--	--	20201112	
	SZ002082	万邦德	--	-5.18%	15.00	-0.82	15.00	15.01	31824364	488266590	311000--	+0.07%	-7.24%	-2.17	5.75%	+33.62	9175335800	8298793800	90.45%	+0.07%	--	--	--	--	--	17970816	13853548	1.30	--	无	无	-0.24	1.57	646.0	4467773	3.43	0.010	中药	中药	15.82	16.17	+2.21%	--	16.17	14.85	-1.06%	-2.28%	+35.38%	+133.28%	8.34%	55000	49300	42776	--	-10.16	--	611689060	553252920	524012亿	-90.22%	4.37	0	-1.34	--	--	--	20061120	
4	SZ000831	中国稀土	--	-5.24%	49.94	-2.76	49.94	49.95	52811534	2640307500	352263--	+0.02%	-3.96%	-0.10	4.98%	+80.65	52997367000	52997367000	100.00%	+0.02%	--	--	--	--	--	27556224	25255310	1.09	--	无	有	-0.55	0.98	489.5	192183320	10.96	0.181	稀土	小金属	52.70	52.00	-1.33%	--	52.10	49.27	-10.69%	-9.33%	+0.42%	+78.04%	5.37%	236337	18900	131792	-0.89	-17.34	--	1061220810	1061220810	232809180亿	194.7%	4.56	2	152.17	--	--	--	19980911	
4	SZ000524	岭南控股	--	-5.24%	13.93	-0.77	13.93	13.94	38933213	552355360	450900--	-0.07%	-4.78%	-1.75	5.81%	+32.70	9336005800	9332388600	99.96%	-0.07%	--	--	--	--	--	23951834	14981379	1.60	--	无	无	-0.63	1.60	116.0	65559451	4.10	0.100	旅游综合	旅游及酒店	14.70	14.63	-0.48%	--	15.02	13.62	+0.87%	+1.38%	+2.35%	+45.10%	9.52%	189870	150500	42755	--	-30.70	--	670208600	669948930	84266443亿	-51.52%	3.40	0	144.08	--	--	--	19931118	
32	SH688150	莱特光电	--	-5.31%	22.99	-1.29	22.98	22.99	13008461	299360770	68602--	+0.09%	-5.39%	-0.09	3.23%	+38.34	9252040100	9252040100	100.00%	+0.09%	--	--	--	--	--	8709475	4298986	2.03	--	无	无	0.07	2.66	42.55	179859590	5.13	0.450	电子化学品	电子化学品	24.28	24.30	+0.08%	--	24.33	22.44	-10.54%	-6.09%	-5.51%	+3.51%	7.78%	9586	5285	21576	-0.03	3.68	--	402437590	402437590	205055930亿	38.62%	4.48	2	-107.87	--	--	--	20220318	
32	SH688660	电气风电	--	-5.38%	19.52	-1.11	19.52	19.53	28846366	568140000	5000--	+0.00%	-3.41%	-0.85	2.16%	+22.31	26026668000	26026668000	100.00%	+0.00%	--	--	--	--	--	18708246	10138120	1.85	--	无	无	-0.29	0.74		-731666760	5.93	-0.550	风电整机	风电设备	20.63	20.21	-2.04%	--	20.52	19.31	+0.36%	+2.04%	-16.44%	+116.89%	5.87%	132619	93418	21868	-0.08	-15.46	--	1333333400	1333333400	-726435110亿	-53.51%	3.29	0	129.60	--	--	--	20210519	
	SZ300163	先锋新材	--	-5.41%	4.90	-0.28	4.90	4.91	103752186	505157230	600--	-0.20%	-2.39%	+0.60	22.86%	+29.97	2322600000	2223570800	95.74%	-0.20%	--	--	--	--	--	60588314	43163872	1.40	--	无	无	-0.84	0.62	25.03	96975231	3.96	0.205	其他家居用品	家居用品	5.18	5.02	-3.09%	--	5.07	4.75	+17.79%	+37.25%	+44.54%	+109.40%	6.18%	278600	531900	51420	--	-6.59	--	474000000	453789960	96979064亿	1853%	1.24	1	31.12	--	--	--	20110113	
32	SH688200	华峰测控	--	-5.41%	189.22	-10.83	188.88	189.22	3660773	683107100	7072--	-0.01%	-0.46%	+1.31	2.70%	-45.59	25645597000	25645597000	100.00%	-0.01%	--	--	--	--	--	2037162	1623611	1.25	--	无	无	-0.21	1.08	50.51	386924070	6.61	2.86	半导体设备	半导体	200.05	190.10	-4.97%	--	191.00	181.20	-4.44%	+4.89%	-7.52%	+82.38%	4.90%	200	1888	13981	-0.08	-11.98	--	135533230	135533230	421508740亿	81.57%	28.63	1	212.51	--	--	--	20200218	
4	SH600499	科达制造	--	-5.42%	12.40	-0.71	12.39	12.40	74456094	915675060	118200--	+0.00%	-3.35%	+0.78	3.88%	-63.45	23781419000	23781419000	100.00%	+0.00%	--	--	--	--	--	41885777	32570317	1.29	--	无	有	-0.03	2.44	16.37	1149143100	1.89	0.613	其他专用设备	专用设备	13.11	12.83	-2.14%	--	13.00	11.91	-6.13%	+7.64%	+4.82%	+63.16%	8.31%	18300	249700	83855	-0.07	-1.48	--	1917856400	1917856400	2127629600亿	63.49%	6.56	0	18.98	--	--	--	20021010	
	SZ300651	金陵体育	--	-5.43%	22.13	-1.27	22.12	22.13	15165603	335013540	200--	+0.05%	-1.99%	+0.17	17.35%	+46.28	3124970400	1934892900	61.92%	+0.05%	--	--	--	--	--	9732539	5433064	1.79	--	无	无	-1.36	1.41	77.58	35302607	2.89	0.270	文娱用品	家居用品	23.40	22.58	-3.50%	--	22.71	21.65	-2.38%	-1.21%	-1.86%	+76.90%	4.53%	40500	4900	23193	--	-14.05	--	141209690	87433026	38890376亿	62.08%	7.66	0	299.15	--	--	--	20170509	
	SH600250	南京商旅	--	-5.49%	10.50	-0.61	10.50	10.51	23960401	253407270	475001--	-0.10%	-4.20%	-0.68	7.71%	+63.89	3261235700	3261235700	100.00%	-0.10%	--	--	--	--	--	14892750	9067651	1.64	--	无	无	-1.89	2.16	127.8	18977392	5.22	0.060	旅游综合	旅游及酒店	11.11	10.96	-1.35%	--	10.96	10.43	-0.94%	-0.38%	-3.58%	+14.01%	4.77%	50899	55000	25575	-0.01	-51.00	--	310593880	310593880	81453945亿	-51.46%	2.01	1	220.20	--	--	--	20010306	
32	SH688131	皓元医药	--	-5.50%	75.40	-4.39	75.38	75.40	7940071	600550160	62844--	+0.00%	-6.02%	-0.29	3.74%	-82.09	15992334000	15992334000	100.00%	+0.00%	--	--	--	--	--	4777187	3162884	1.51	--	无	无	-0.03	1.33	54.23	236658760	5.30	1.12	医疗研发外包	医疗服务	79.79	80.23	+0.55%	--	80.75	73.60	-12.07%	-5.44%	-4.73%	+112.57%	8.96%	200	37947	17210	-0.05	-1.15	--	212099920	212099920	287425120亿	65.09%	14.23	2	106.59	--	--	--	20210608	
	SZ002806	华锋股份	--	-5.51%	13.20	-0.77	13.19	13.20	19786447	264447270	234376--	-0.08%	-4.21%	-1.18	11.36%	-20.41	2804725300	2298197000	81.94%	-0.08%	--	--	--	--	--	11210642	8575805	1.31	--	无	无	-1.47	1.02	39.90	-9926825	2.44	-0.051	底盘与发动机系统	汽车零部件	13.97	13.78	-1.36%	--	13.88	13.00	-0.60%	+12.44%	+12.53%	+17.02%	6.30%	6000	21024	33266	--	-28.17	--	212479190	174105840	-8176521亿	-288.9%	5.42	0	92.24	--	--	--	20160726	
32	SH688372	伟测科技	--	-5.57%	97.26	-5.74	97.26	97.28	10301551	993901010	200--	-0.03%	-2.74%	+0.76	6.92%	+66.25	14496957000	14486312000	99.93%	-0.03%	--	--	--	--	--	6107181	4194370	1.46	--	无	无	-0.06	0.77	53.96	202431850	5.11	1.36	集成电路封测	半导体	103.00	100.00	-2.91%	--	100.00	94.00	-4.74%	+26.10%	+16.47%	+117.32%	5.83%	2077	895	30161	-0.04	-1.05	--	149053640	148944190	210322700亿	226.4%	19.02	0	-71.09	--	--	--	20221026	
	SH605289	罗曼股份	--	-5.61%	63.95	-3.80	63.95	63.96	4944765	319396040	21400--	-0.02%	-5.61%	-0.95	4.56%	-24.53	6971029600	6928183100	99.39%	-0.02%	--	--	--	--	--	2554616	2390149	1.07	--	无	无	-0.66	1.82		21086311	5.45	0.190	装饰园林	建筑装饰	67.75	67.75	+0.00%	--	67.90	63.00	-8.18%	-9.36%	+2.25%	+155.19%	7.23%	800	4700	16478	-0.02	-30.20	--	109007500	108337500	31259285亿	33.55%	11.74	2	132.95	--	--	--	20210426	
4	SZ301061	匠心家居	--	-5.61%	89.01	-5.29	89.01	89.04	2685463	240089420	10500--	+0.01%	-5.33%	-0.42	1.85%	+53.66	19472486000	12936475500	66.43%	+0.01%	--	--	--	--	--	1393120	1292343	1.08	--	无	无	-0.10	1.92	21.41	657534470	4.81	3.02	成品家居	家居用品	94.30	94.02	-0.30%	--	94.02	87.38	-9.43%	-2.52%	-3.67%	+90.79%	7.04%	1000	400	13698	--	-11.06	--	218767400	145337330	754283790亿	52.62%	18.51	1	-5.40	--	--	--	20210913	
4	SH603301	振德医疗	--	-5.61%	89.67	-5.33	89.66	89.67	28900157	2556746400	281800--	-0.03%	-4.10%	+1.26	10.85%	-83.18	23892679000	23892679000	100.00%	-0.03%	--	--	--	--	--	14818104	14082053	1.05	--	无	无	1.19	1.38	85.06	203186190	4.19	0.760	医疗耗材	医疗器械	95.00	93.50	-1.58%	--	94.48	85.50	+21.85%	+24.61%	+109.36%	+320.20%	9.45%	6900	39285	96001	-0.07	13.87	--	266451200	266451200	248828910亿	-33.91%	21.40	1	-347.98	--	--	--	20180412	
4	SH600895	张江高科	--	-5.64%	41.99	-2.51	41.99	42.00	76567743	3201558000	615600--	-0.02%	-4.83%	+0.40	4.94%	-32.30	65029474000	65029474000	100.00%	-0.02%	--	--	--	--	--	42290005	34277738	1.23	--	无	无	-0.66	1.20	59.77	616573320	4.87	0.380	产业地产	房地产	44.50	44.12	-0.85%	--	44.15	40.83	-8.80%	-4.63%	-19.29%	+57.98%	7.46%	86300	287800	151414	-0.20	-17.84	--	1548689600	1548689600	792807820亿	20.66%	8.62	1	74.77	--	--	--	19960422	
	SZ001301	尚太科技	--	-5.67%	93.76	-5.64	93.76	93.77	10866440	1019974040	72800--	-0.01%	-5.44%	-0.11	6.73%	-3.18	24452828000	15137878000	61.91%	-0.01%	--	--	--	--	--	6454250	4412190	1.46	--	无	无	0.12	1.07	25.17	711180840	3.62	2.73	电池化学品	电池	99.40	99.15	-0.25%	--	99.19	91.38	+12.26%	+12.99%	+33.39%	+38.39%	7.86%	1500	5100	46326	--	4.18	--	260802350	161453480	853295450亿	23.08%	25.93	1	-20.34	--	--	--	20221228	
32	SH688710	益诺思	--	-5.70%	44.68	-2.70	44.52	44.68	2744259	122912462	7646--	+0.38%	-5.92%	-0.23	3.03%	-72.62	6298969200	4052206300	64.33%	+0.38%	--	--	--	--	--	1940785	803474	2.42	--	无	无	0.14	1.47	30811	-14788050	2.70	-0.100	医疗研发外包	医疗服务	47.38	47.49	+0.23%	--	47.49	43.60	-1.69%	+6.92%	-5.72%	+26.97%	8.21%	200	7806	7159	-0.02	10.58	--	140979620	90693964	1711259亿	-111.1%	16.58	0	-84.53	--	--	--	20240903	
32	SH688352	颀中科技	--	-5.74%	13.79	-0.84	13.78	13.79	28289309	388446470	153341--	+0.07%	-2.06%	+0.40	7.73%	+57.45	16396824000	5045500700	30.77%	+0.07%	--	--	--	--	--	15521831	12767478	1.22	--	无	无	-0.18	1.14	60.86	184540170	2.73	0.160	集成电路封测	半导体	14.63	14.08	-3.76%	--	14.09	13.52	+0.51%	+7.32%	+3.30%	+14.63%	3.90%	77073	6934	41606	-0.05	-5.19	--	1189037290	365881120	211043210亿	-19.20%	5.06	1	-31.59	--	--	--	20230420	
32	SH688167	炬光科技	--	-5.75%	135.89	-8.29	135.89	135.96	6276122	847611890	28600--	+0.00%	-3.49%	+0.58	6.98%	-18.62	12211010700	12211010700	100.00%	+0.00%	--	--	--	--	--	3547672	2728450	1.30	--	无	无	-1.43	1.14		2246301	5.56	0.020	分立器件	半导体	144.18	140.80	-2.34%	--	142.00	130.50	-16.37%	-4.65%	-13.00%	+113.33%	7.98%	284	200	18491	-0.04	-22.54	--	89859524	89859524	-22908818亿	104.3%	24.46	2	766.77	--	--	--	20211224	
	SH600234	科新发展	--	-5.79%	12.20	-0.75	12.20	12.21	6456300	78964575	106600--	-0.08%	-5.28%	-0.24	2.46%	-18.70	3202755900	3202755900	100.00%	-0.08%	--	--	--	--	--	3545700	2910600	1.22	--	无	无	-0.15	1.23	53.74	31092796	6.41	0.118	装饰园林	建筑装饰	12.95	12.88	-0.54%	--	12.88	11.99	-3.48%	+0.74%	+36.31%	+119.82%	6.87%	1900	28900	12612	-0.01	-28.99	--	262520970	262520970	33854672亿	170.9%	1.91	1	19.50	--	--	--	20000615	
4	SZ300432	富临精工	--	-5.83%	18.42	-1.14	18.42	18.43	88369008	1642637800	1000--	+0.00%	-6.50%	-0.86	5.23%	+78.91	31493784000	31140036000	98.88%	+0.00%	--	--	--	--	--	54174572	34194436	1.58	--	有	无	-0.91	0.84	76.60	325050120	6.86	0.190	底盘与发动机系统	汽车零部件	19.56	19.70	+0.72%	--	19.70	18.18	-2.54%	+0.22%	+6.11%	+68.77%	7.77%	292186	51800	86899	-0.59	-23.57	--	1709760200	1690555700	521143680亿	4.63%	2.68	1	273.09	--	--	--	20150319	
4	SZ301112	信邦智能	--	-5.87%	42.17	-2.63	42.17	42.19	5482132	234183350	82030--	+0.05%	-5.45%	-1.22	4.97%	+49.83	4649942500	4649942500	100.00%	+0.05%	--	--	--	--	--	3283440	2198692	1.49	--	无	无	-0.74	0.73		3593930	3.84	0.030	机器人	自动化设备	44.80	44.60	-0.45%	--	44.77	42.10	-30.58%	-11.15%	-14.08%	+81.22%	5.96%	7470	400	11828	--	-21.50	--	110266600	110266600	-7348670亿	-58.28%	10.98	2	210.17	--	--	--	20220629	
4	SZ300035	中科电气	--	-5.91%	24.35	-1.53	24.34	24.35	68804907	1691791100	2000--	+0.04%	-5.91%	-0.92	11.79%	+59.43	16690139000	14204527000	85.11%	+0.04%	--	--	--	--	--	42045650	26759257	1.57	--	无	无	-0.98	0.83	32.02	401742390	3.40	0.586	电池化学品	电池	25.88	25.88	+0.00%	--	26.19	24.10	-1.10%	+2.27%	+9.68%	+65.65%	8.08%	429900	61078	90424	--	-10.81	--	685426670	583348130	571297110亿	118.9%	7.16	2	165.66	--	--	--	20091225	
4	SZ002797	第一创业	--	-5.94%	7.28	-0.46	7.27	7.28	173613130	1264718380	1360300--	+0.00%	-1.89%	-0.06	4.13%	+12.11	30593472000	30593472000	100.00%	+0.00%	--	--	--	--	--	92348479	81264651	1.14	--	无	无	-0.35	2.14	29.61	770678170	1.79	0.180	证券	证券	7.74	7.42	-4.13%	--	7.48	7.17	-7.85%	-5.21%	-4.08%	-12.03%	4.01%	947680	900360	83930	-0.59	-13.66	--	4202400000	4202400000	1067055930亿	20.21%	4.06	2	57.59	--	--	--	20160511	
	SH600301	华锡有色	--	-6.14%	30.13	-1.97	30.12	30.13	19457800	580921460	88400--	-0.07%	-3.98%	+0.86	7.07%	-33.79	19059258000	8295864100	43.53%	-0.07%	--	--	--	--	--	11284510	8173290	1.38	--	无	无	-0.36	1.01	31.16	494222470	4.24	0.781	其他小金属	小金属	32.10	31.38	-2.24%	--	31.52	28.90	+7.00%	+9.29%	-1.41%	+77.13%	8.16%	700	11800	49488	-0.06	-12.37	--	632567480	275335680	996440490亿	-8.54%	7.10	0	28.56	--	--	--	20000712	
32	SH688667	菱电电控	--	-6.25%	63.28	-4.22	63.24	63.28	1415110	90951866	20345--	-0.03%	-5.43%	-1.47	2.71%	+57.01	3304135500	3304135500	100.00%	-0.03%	--	--	--	--	--	936728	478382	1.96	--	无	无	-0.03	1.48	40.05	74716826	1.92	1.44	汽车电子电气系统	汽车零部件	67.50	66.91	-0.87%	--	67.80	62.80	-1.56%	+4.72%	-3.37%	+57.84%	7.41%	586	971	4607	-0.01	-2.80	--	52214531	52214531	72545586亿	815.3%	32.92	0	29.41	--	--	--	20210312	
32	SH688319	欧林生物	--	-6.26%	23.52	-1.57	23.52	23.53	12692291	302116160	71715--	+0.00%	-6.26%	-1.13	3.13%	+45.98	9547558300	9535226700	99.87%	+0.00%	--	--	--	--	--	7866786	4825505	1.63	--	无	无	0.48	2.05	148.7	47479768	9.95	0.117	疫苗	生物制品	25.09	25.09	+0.00%	--	25.36	23.20	+1.16%	-1.84%	-7.76%	+121.89%	8.61%	1442	1376	20756	-0.03	33.20	--	405933600	405409300	55750565亿	1079%	2.37	0	-168.94	--	--	--	20210608	
4	SZ301345	涛涛车业	--	-6.37%	222.36	-15.13	222.36	222.39	2228494	493485930	23600--	-0.10%	-5.38%	+0.39	7.67%	+58.46	24248151000	6461324900	26.65%	-0.10%	--	--	--	--	--	1428978	799516	1.79	--	无	无	0.35	1.06	32.93	606538010	7.10	5.58	其他运输设备	汽车服务及其他	237.49	235.01	-1.04%	--	237.19	216.00	-9.72%	-5.17%	+4.89%	+255.21%	8.92%	5600	100	12640	--	7.14	--	109049071	29057946	716974340亿	101.3%	31.32	2	-66.74	--	--	--	20230321	
4	SZ300450	先导智能	--	-6.37%	54.80	-3.73	54.79	54.80	147696910	8033107100	200--	+0.00%	-3.25%	+0.70	9.47%	-56.72	85825734000	85455907000	99.57%	+0.00%	--	--	--	--	--	90949617	56747293	1.60	--	无	无	-0.87	0.92	99.34	1186324910	6.74	0.760	锂电专用设备	电池	58.53	56.64	-3.23%	--	57.25	52.73	-1.23%	+1.41%	-16.32%	+174.49%	7.72%	20300	222490	289340	-1.77	-9.68	--	1566163000	1559414400	1282803080亿	94.97%	8.14	1	318.50	--	--	--	20150518	
32	SH688345	博力威	--	-6.75%	37.05	-2.68	37.04	37.05	3134010	115959564	31528--	+0.00%	-5.41%	+0.12	3.13%	+35.56	3747589000	3705000000	98.86%	+0.00%	--	--	--	--	--	1958342	1175668	1.67	--	无	无	-0.21	1.21		48536559	3.39	0.490	锂电池	电池	39.73	39.17	-1.41%	--	39.39	36.04	-1.80%	-5.85%	+0.16%	+103.91%	8.43%	4535	5661	6923	-0.01	-15.79	--	101149500	100000000	44670019亿	316.8%	10.91	1	81.49	--	--	--	20210611	
4	SH600167	联美控股	--	-6.82%	8.20	-0.60	8.19	8.20	53301265	432874230	363300--	-0.12%	-2.73%	+0.89	2.36%	+21.82	18555292000	18555292000	100.00%	-0.12%	--	--	--	--	--	32112531	21188734	1.52	--	无	无	-0.03	1.43	26.74	543176800	1.71	0.244	热力	电力	8.80	8.43	-4.20%	--	8.46	7.92	-9.09%	-9.09%	-13.68%	+48.28%	6.14%	323700	104492	47402	-0.07	-2.98	--	2262840500	2262840500	661111240亿	6.88%	4.79	2	6.96	--	--	--	19990128	
4	SZ300748	金力永磁	--	-6.97%	36.45	-2.73	36.45	36.46	74553136	2725827500	1000--	+0.00%	-4.10%	-0.29	6.59%	+57.84	50140230000	41213081000	82.20%	+0.00%	--	--	--	--	--	41435192	33117944	1.25	--	无	无	-0.82	0.90	82.25	515458890	7.11	0.375	磁性材料	金属新材料	39.18	38.01	-2.99%	--	38.11	35.85	-9.42%	-9.60%	+5.16%	+105.24%	5.77%	219999	105600	126900	-1.14	-15.66	--	1375589300	1130674370	571252940亿	161.8%	5.13	2	216.67	--	--	--	20180921	
	SZ300806	斯迪克	--	-7.07%	25.10	-1.91	25.09	25.10	27421068	680276230	74500--	+0.28%	-4.56%	+1.08	8.67%	-17.15	11377842600	7942570000	69.81%	+0.28%	--	--	--	--	--	17254462	10166606	1.70	--	无	无	-0.62	1.31	245.3	45269824	5.02	0.100	膜材料	塑料制品	27.01	26.30	-2.63%	--	26.68	24.09	-4.49%	+1.05%	-3.01%	+93.97%	9.59%	4600	16200	28178	--	-7.20	--	453300500	316437050	31315273亿	-15.81%	5.00	1	61.51	--	--	--	20191125	
68	SH603175	超颖电子	--	-7.09%	68.36	-5.22	68.35	68.36	13974421	955755510	217300--	-0.06%	-2.05%	-0.05	31.76%	-56.91	29875324000	3007792700	10.07%	-0.06%	--	--	--	--	--	8436018	5538403	1.52	--	无	无	-0.27	0.57	121.0	211618900	10.38	0.484	印制电路板	元件	73.58	69.79	-5.15%	--	70.49	67.01	-17.65%	--	--	+300.23%	4.73%	13600	4717	45026	--	-1.80	--	437029320	43999308	245856240亿	-12.14%	6.59	2	56.43	--	--	--	20251024	
4	SZ000981	山子高科	--	-7.84%	3.76	-0.32	3.75	3.76	1357424600	5057729200	14764300--	+0.00%	+2.45%	+0.83	14.27%	-10.71	37590491000	35770219000	95.16%	+0.00%	--	--	--	--	--	530759000	826665600	0.642	--	无	无	-1.32	1.07	555.0	436788860	22.33	0.044	底盘与发动机系统	汽车零部件	4.08	3.67	-10.05%	--	3.81	3.67	-6.23%	-9.62%	+7.43%	+88.00%	3.43%	3871300	12044069	550835	--	-15.86	--	9997470900	9513356100	441278570亿	132.0%	0.17	2	190.13	--	--	--	20000622	
	SH603863	松炀资源	--	-8.05%	20.78	-1.82	20.78	20.79	14339400	301694590	57600--	+0.00%	-7.64%	-1.15	7.01%	+14.09	4252627000	4252627000	100.00%	+0.00%	--	--	--	--	--	8718801	5620599	1.55	--	无	无	-0.21	1.27		-86738648	11.68	-0.420	造纸	造纸	22.60	22.50	-0.44%	--	22.50	20.35	+1.32%	+11.78%	-8.46%	+3.33%	9.51%	42200	31900	25300	-0.02	-6.64	--	204650000	204650000	-87038161亿	17.11%	1.78	1	49.85	--	--	--	20190621	
	SH605188	国光连锁	--	-8.11%	20.95	-1.85	20.94	20.95	36601700	788910400	777500--	+0.00%	-4.77%	-2.65	7.29%	-2.40	10524410600	10524410600	100.00%	+0.00%	--	--	--	--	--	21186450	15415250	1.37	--	无	无	-0.32	0.96	1762	11485618	8.92	0.023	百货零售	零售	22.80	22.00	-3.51%	--	23.20	20.88	-9.31%	+13.24%	+33.27%	+174.57%	10.18%	25200	185500	68694	-0.05	-15.19	--	502358500	502358500	17452893亿	40.36%	2.35	0	50.91	--	--	--	20200728	
4	SZ300260	新莱应材	--	-8.16%	56.30	-5.00	56.30	56.31	38525993	2184889900	200--	+0.02%	-7.03%	-0.67	13.39%	+50.35	22959520000	16193960000	70.53%	+0.02%	--	--	--	--	--	22457679	16068314	1.40	--	无	无	-1.21	0.69	132.3	145227530	11.05	0.356	包装	包装印刷	61.30	60.56	-1.21%	--	60.99	55.35	-5.22%	-5.31%	+37.82%	+108.29%	9.20%	58197	51800	91136	--	-12.25	--	407806750	287636950	165761460亿	-26.66%	5.10	2	581.99	--	--	--	20110906	
32	SH688767	博拓生物	--	-8.32%	42.73	-3.88	42.73	42.75	6272740	266234430	27706--	+0.02%	-7.47%	+0.62	4.20%	+92.94	6381013400	6381013400	100.00%	+0.02%	--	--	--	--	--	3777847	2494893	1.51	--	无	无	0.02	1.89	62.21	22263235	2.73	0.140	体外诊断	医疗器械	46.61	46.18	-0.92%	--	46.36	40.32	-5.17%	+6.48%	+7.50%	+89.73%	12.96%	13267	105	9023	-0.03	0.78	--	149333330	149333330	22731952亿	-75.04%	15.66	0	-107.07	--	--	--	20210908	
	SH605255	天普股份	--	-8.44%	84.80	-7.82	84.79	84.80	8610101	738698120	109500--	-0.11%	-11.39%	-1.07	6.42%	+5.64	11369984000	11369984000	100.00%	-0.11%	--	--	--	--	--	5165300	3444801	1.50	--	无	无	-0.27	1.29	349.5	17850788	14.09	0.130	底盘与发动机系统	汽车零部件	92.62	95.70	+3.33%	--	95.70	83.36	-8.36%	-1.17%	+48.51%	+581.67%	13.32%	600	8900	33943	-0.05	-7.35	--	134080000	134080000	22548594亿	-2.91%	6.02	1	-32.16	--	--	--	20200825	
4	SZ002080	中材科技	--	-8.51%	31.70	-2.95	31.69	31.70	61680825	1962354700	450200--	+0.00%	-7.36%	-0.33	3.68%	+5.45	53196518000	53196518000	100.00%	+0.00%	--	--	--	--	--	36675804	25005021	1.47	--	无	无	-0.29	1.09	30.17	1479789100	2.71	0.882	玻璃玻纤	建筑材料	34.65	34.22	-1.24%	--	34.25	31.20	-1.92%	+6.66%	-5.74%	+146.60%	8.80%	15400	99630	120414	-1.50	-13.99	--	1678123600	1678123600	1987513900亿	143.2%	11.69	0	27.47	--	--	--	20061120	
	SH605178	时空科技	--	-8.56%	63.85	-5.98	63.85	63.88	20879948	1322837860	445000--	+0.11%	-3.26%	+0.71	21.07%	+87.96	6326258000	6326258000	100.00%	+0.11%	--	--	--	--	--	7805472	13074476	0.597	--	无	无	-0.54	2.42		-116160722	5.18	-1.17	装饰园林	建筑装饰	69.83	66.00	-5.48%	--	66.48	62.85	+33.89%	+87.52%	+173.21%	+344.33%	5.20%	77800	1000	36509	-0.03	-2.15	--	99080000	99080000	-115988311亿	14.63%	12.34	1	-219.34	--	--	--	20200821	
	SZ002790	瑞尔特	--	-8.90%	10.95	-1.07	10.95	10.96	79595842	885525650	360680--	+0.00%	-17.17%	-1.46	30.53%	+66.01	4575701700	2854637600	62.39%	+0.00%	--	--	--	--	--	35183101	44412741	0.792	--	无	无	-0.30	6.79	39.35	61573734	2.17	0.147	其他家居用品	家居用品	12.02	13.22	+9.98%	--	13.22	10.82	+33.21%	+38.61%	+52.51%	+54.23%	19.97%	62776	39524	67548	--	-1.71	--	417872300	260697500	64188079亿	-51.26%	5.05	0	-244.08	--	--	--	20160308	
	SH603200	上海洗霸	--	-9.48%	82.04	-8.59	82.04	82.05	13077006	1085221980	135935--	+0.00%	-4.88%	-1.04	7.45%	+54.99	14396388000	14396388000	100.00%	+0.00%	--	--	--	--	--	8365639	4711367	1.78	--	无	无	-1.11	0.94	126.3	119461389	13.26	0.681	水务及水治理	环境治理	90.63	86.25	-4.83%	--	88.49	81.57	-2.22%	+0.04%	-8.08%	+239.29%	7.64%	19165	7000	44117	-0.08	-25.10	--	175480100	175480100	123753113亿	146.8%	6.19	1	270.27	--	--	--	20170601	
	SZ002955	鸿合科技	--	-9.60%	27.04	-2.87	27.03	27.04	13139700	360349960	76600--	-0.15%	-8.71%	-1.29	6.69%	+41.17	6398743200	5307405500	82.94%	-0.15%	--	--	--	--	--	8511446	4628254	1.84	--	无	无	-0.00	2.45	108.1	82285703	1.95	0.350	面板	光学光电子	29.91	29.62	-0.97%	--	29.62	26.92	-2.59%	+2.97%	-7.33%	+21.59%	9.03%	2450	2000	30498	--	-0.06	--	236639910	196279790	120286268亿	-66.42%	13.89	0	0.00	--	--	--	20190523	
4	SH603508	思维列控	--	-9.87%	26.93	-2.95	26.93	26.94	22973690	627197220	101300--	+0.00%	-7.33%	-1.24	6.03%	+83.72	10267719000	10267719000	100.00%	+0.00%	--	--	--	--	--	14561069	8412621	1.73	--	无	无	-0.51	3.57	16.64	396460510	2.67	1.04	安防设备	计算机设备	29.88	29.06	-2.74%	--	29.09	26.90	-16.37%	-13.74%	-19.37%	+31.42%	7.33%	77100	102500	52815	-0.06	-22.90	--	381274380	381274380	476222780亿	20.98%	10.09	2	79.86	--	--	--	20151224	
